hard_skill,soft_skill,label,candidate_field
"['business', 'business development', 'public transport']",[],0,accounting
"['bullet', 'business', 'digital', 'marketo', 'php', 'saas', 'switch', 'salesforce']",['management'],1,telecomunication
"['device', 'gps', 'high frequency', 'medical', 'pharmaceutical', 'sales']",[],0,healthcare & medical
"['act', 'agile software development', 'business', 'career development', 'software development', 'software development methodologies', 'standard', 'technology solutions']","['creativity', 'governance', 'information technology', 'management', 'problem solving', 'team management']",1,telecomunication
"['application', 'balance sheet', 'encompass', 'income statement', 'modelling']","['management', 'operations', 'real estate']",0,accounting
"['act', 'application', 'business', 'client services', 'closing', 'higher education', 'operational excellence', 'resourcing', 'service', 'workflows', 'working with children', 'databases']","['consulting', 'leadership', 'problem solving', 'research', 'spreadsheets', 'teaching']",0,administration & office support
"['business', 'professional services', 'sales']","['enthusiasm', 'professionalism', 'sourcing']",0,sales
"['go', 'sales', 'service', 'testimony']",['customer service'],0,sales
"['business', 'registration', 'sales', 'settlement']","['communications', 'meeting', 'social media']",0,administration & office support
"['account management', 'business', 'business development', 'digital', 'digital sales', 'multimedia', 'sales', 'stakeholder management']","['management', 'meeting', 'planning']",0,sales
"['business', 'kpis', 'networking', 'sales', 'scheme']","['english', 'real estate', 'verbal communication skills']",0,sales
"['campaign management', 'client services', 'digital', 'direct marketing', 'html', 'oracle', 'project management', 'project management software', 'sms', 'tracking', 'tracking systems']","['communications', 'management']",0,marketing
"['case management', 'service', 'system', 'working with children', 'excel']","['coordinating', 'customer service', 'management']",0,administration & office support
"['accounts receivable', 'business', 'on-the-job training']","['investigation', 'management', 'spreadsheet']",0,accounting
"['act', 'animal science', 'application', 'business', 'crm', 'device', 'mobile', 'nursing', 'sales', 'veterinary']","['business acumen', 'management', 'research']",0,sales
"['application', 'digital', 'document production', 'expense reports', 'file system', 'graphic design', 'graphics', 'inventory', 'mmc', 'procurement', 'professional services', 'risk management', 'service', 'system', 'talent acquisition']","['creativity', 'innovation', 'management', 'meeting', 'operations']",0,administration & office support
"['business', 'custom event', 'design thinking', 'event planning', 'installation', 'stakeholder engagement', 'user experience', 'excel']","['microsoft office', 'planning', 'problem solving']",0,"advertising, arts & media"
"['budgeting', 'consolidation', 'corporate finance', 'covenants', 'derivatives', 'due diligence', 'finance', 'forecasting', 'general ledger', 'go', 'internal controls', 'resourcing', 'stakeholder engagement', 'statutory accounts', 'trajectory']","['engagement skills', 'enthusiasm', 'infrastructure', 'innovation', 'management']",0,accounting
"['adp', 'business', 'public transport']",['professionalism'],0,accounting
"['analytics', 'automation', 'business', 'change management', 'crm', 'customer experience', 'data', 'data integration', 'digital', 'digital assets', 'digital marketing', 'marketing automation', 'marketing management', 'marketing strategies', 'mobile', 'strategic marketing', 'track', 'trades']","['communications', 'integration', 'leadership', 'management', 'social media']",0,marketing
"['application', 'client services', 'dry goods', 'inventory', 'service', 'warehousing']","['customer service', 'organizational skills']",0,administration & office support
"['analytics', 'business', 'campaign management', 'crm', 'crm software', 'data', 'data collection', 'digital', 'digital marketing', 'google analytics', 'system']","['infrastructure', 'management']",0,marketing
"['business', 'media management', 'media monitoring', 'press releases', 'procurement', 'sales', 'social media management', 'tourism', 'excel']","['management', 'operations', 'research', 'social media', 'spreadsheets']",0,administration & office support
"['ai', 'algorithms', 'big data', 'business', 'data', 'data science', 'java', 'machine learning', 'machine learning algorithms', 'python', 'r', 'software engineering', 'sql', 'aws', 'modelling']",[],1,telecomunication
[],"['english', 'filing', 'meeting', 'microsoft office']",0,administration & office support
"['aviation', 'business', 'business intelligence', 'business requirements', 'business transformation', 'data', 'e', 'financial services', 'stakeholder engagement', 'transformation']","['consulting', 'engagement skills', 'management']",1,telecomunication
"['business', 'data', 'failover', 'financial services', 'payroll administration', 'performance tuning', 'scripting', 'server', 'sql', 'ssis', 'transformation', 'windows']","['operations', 'troubleshooting', 'verbal communication skills']",1,telecomunication
"['analytics', 'application', 'application development', 'back-end', 'business', 'business intelligence', 'dashboard', 'data', 'data integration', 'data integrity', 'data retrieval', 'data warehouse', 'data warehousing', 'database design', 'etl', 'experience design', 'iot', 'machine learning', 'power bi', 'server', 'sql', 'ssis', 'system', 'test strategy', 'testing', 'user experience', 'user experience design', 'warehousing', 'azure', 'databases', 'excel']","['enthusiasm', 'integration', 'leadership', 'management', 'verbal communication skills']",1,telecomunication
"['primary health care', 'service']",[],0,healthcare & medical
"['act', 'application', 'c']","['management', 'microsoft office', 'presentations']",0,administration & office support
"['balancing', 'business', 'consumables', 'drilling', 'e', 'excavation', 'manufacturing', 'maternity', 'purchasing', 'sales', 'service', 'underground mining', 'well drilling']","['collaboration', 'computer literacy', 'customer service', 'filing', 'infrastructure', 'innovation', 'leadership', 'literacy', 'meeting', 'microsoft office']",0,administration & office support
"['calculations', 'contact centre', 'customer satisfaction', 'electricity', 'service']","['customer service', 'empathy', 'listening skills', 'rapport building']",0,administration & office support
"['application', 'critical care', 'medical', 'perioperative', 'procurement', 'quality improvement', 'risk management', 'sentinel events', 'service', 'strategic sourcing', 'transformation', 'working with children']","['computer literacy', 'customer service', 'literacy', 'management', 'research', 'sourcing', 'teaching']",0,healthcare & medical
"['automotive', 'business', 'data', 'digital', 'digital media', 'finance', 'knowledge base', 'landscape', 'sales', 'service']","['management', 'problem solving', 'written communication']",0,sales
"['application', 'sales']",['meeting'],0,retail & consumer products
"['application', 'automotive', 'remuneration', 'sales', 'track', 'vehicle']",[],0,sales
"['business', 'financial management', 'financial services', 'financial statements', 'process improvements', 'tax', 'excel']",['management'],0,accounting
"['adobe indesign', 'booking', 'petty cash']","['management', 'microsoft office', 'presentations']",0,administration & office support
"['digital', 'digital communications', 'internal communications', 'remuneration', 'service', 'track']","['communications', 'critical thinking', 'editing', 'first aid', 'social media', 'sourcing']",0,marketing
"['calculations', 'maternity', 'public transport', 'service']",[],0,accounting
"['cardiopulmonary resuscitation', 'legislation', 'medical', 'nursing', 'perspective', 'registration', 'security', 'standard']","['first aid', 'operations', 'teamwork']",0,healthcare & medical
"['business', 'data', 'landscape', 'project management', 'sales', 'track']","['agenda', 'constructive feedback', 'management', 'research', 'social media', 'writing']",0,marketing
"['service', 'system']","['customer service', 'professionalism']",0,administration & office support
"['business', 'finance', 'forecasting', 'gross margin', 'information systems', 'net', 'procurement', 'sales', 'service', 'supermarkets']","['customer service', 'management', 'planning', 'quality assurance', 'spreadsheets']",0,marketing
"['application', 'business', 'networking', 'remuneration', 'sales', 'track', 'workflows', 'databases']",['innovation'],0,sales
['data'],"['filing', 'management', 'time management']",0,administration & office support
"['business', 'development planning', 'drug development', 'geography', 'medical', 'medicine', 'pharmaceutical', 'service']","['planning', 'research']",0,healthcare & medical
"['application', 'business', 'change management', 'customer experience', 'regulatory compliance', 'risk management', 'sales', 'sales operations', 'transformation']","['advocacy', 'governance', 'investigation', 'management', 'negotiation', 'operations']",0,sales
"['business', 'employee benefits', 'standard', 'wealth management']","['business acumen', 'management', 'written communication']",0,accounting
"['business', 'content management', 'content management systems', 'crm', 'mailchimp', 'management systems', 'sales', 'databases', 'excel']","['management', 'microsoft office', 'self-motivation', 'social media']",0,sales
"['advertisement', 'cash handling', 'finance', 'office procedures', 'service']","['customer service', 'innovation', 'operations', 'verbal communication skills']",0,administration & office support
"['act', 'cardiac surgery', 'community health', 'his', 'infectious diseases', 'justice', 'medical', 'medicine', 'mental health', 'neurosurgery', 'occupational medicine', 'registration', 'rehabilitation', 'scheme', 'service', 'surgery', 'vaccination']","['collaboration', 'communications', 'leadership', 'management', 'teaching']",0,healthcare & medical
"['application', 'hive', 'service', 'service delivery', 'windows']","['microsoft windows', 'operations']",1,telecomunication
"['batch processing', 'business', 'cobol', 'jcl', 'sql', 'track']",['management'],1,telecomunication
"['acting', 'analytics', 'big data', 'cloud technologies', 'data', 'data engineering', 'data warehouse', 'etl', 'project governance', 'sql', 'stakeholder management', 'azure', 'modelling']","['consulting', 'governance', 'management']",1,telecomunication
"['closing', 'customer satisfaction', 'manufacturing', 'sales', 'standard', 'value chain']","['innovation', 'leadership', 'operations', 'retail sales']",0,retail & consumer products
"['application', 'employee benefits', 'higher education', 'scale', 'working with children']","['communications', 'coordinating', 'meeting', 'public speaking']",0,marketing
"['business', 'business development', 'business to business', 'customer support', 'mobile', 'price negotiation', 'product quality', 'quotations', 'sales', 'standard', 'track']","['negotiation', 'verbal communication skills']",0,sales
"['mobile', 'probation', 'sales', 'service', 'track', 'vehicle']","['management', 'sourcing', 'time management', 'willingness to learn']",0,sales
"['business', 'business case', 'new product development', 'positioning', 'product management', 'sales']","['management', 'negotiation']",0,marketing
"['business', 'consumables', 'mobile', 'sales', 'vehicle', 'welding']",['sourcing'],0,sales
"['business', 'c', 'investments', 'remuneration']","['influencing skills', 'leadership', 'management']",0,"advertising, arts & media"
"['agricultural sales', 'business', 'farming', 'sales', 'sales management', 'sales process', 'sales training', 'standard', 'trading']","['management', 'microsoft office']",0,sales
"['medical', 'standard']","['compassion', 'empathy']",0,healthcare & medical
"['business', 'service']","['customer service', 'management']",0,healthcare & medical
"['application', 'e', 'service', 'working with children']","['customer service', 'operations', 'research', 'teaching', 'written communication']",0,administration & office support
"['business', 'customer experience', 'digital', 'financial services', 'less', 'os', 'service', 'solution architecture', 'transformation', 'user experience']","['consulting', 'governance', 'leadership']",1,telecomunication
"['finance', 'service']","['customer service', 'leadership', 'management', 'written communication']",0,accounting
"['automation', 'finance', 'mtd', 'payroll processing', 'payroll tax', 'reconciliation', 'rolling', 'service', 'streamlining', 'system', 'tax']","['customer service', 'management']",0,accounting
"['graphical', 'lifecycle management', 'sap hana', 'modelling']","['management', 'operations', 'scheduling']",1,telecomunication
"['booking', 'corporate finance', 'finance', 'remuneration', 'excel']","['communications', 'grammar', 'management', 'numbers', 'professionalism', 'resourcefulness', 'scheduling', 'time management']",0,administration & office support
"['business', 'business development', 'cladding', 'sales', 'track']","['business acumen', 'creativity', 'management', 'time management']",0,sales
"['application', 'exercise physiology', 'hydrotherapy', 'medical', 'physiology', 'private hospital', 'public transport', 'rehabilitation', 'service', 'standard']",[],0,healthcare & medical
"['active directory', 'cloud technologies', 'incident management', 'installation', 'internal controls', 'operating systems', 'security', 'service', 'system', 'windows']","['customer service', 'management', 'troubleshooting', 'written communication']",1,telecomunication
"['business', 'data', 'data ingestion', 'iso 20022', 'swift']",[],1,telecomunication
"['medical', 'service']",[],0,healthcare & medical
"['business', 'business development', 'career development', 'continuous training', 'remuneration', 'sales', 'technical sales', 'waterproofing']","['management', 'time management']",0,sales
"['application', 'nursing', 'personal care']","['empathy', 'imagination', 'innovation', 'written communication']",0,healthcare & medical
"['application', 'business', 'business requirements', 'graphical', 'js', 'lifecycle management', 'sap hana', 'security', 'system', 'technical documentation', 'modelling']","['management', 'meeting', 'operations', 'scheduling']",1,telecomunication
"['advising', 'career development', 'case management', 'closing', 'dementia care', 'home care', 'mental health', 'palliative care', 'registration', 'rehabilitation']","['accountability', 'decision making', 'empathy', 'management', 'patience', 'training and development']",0,healthcare & medical
"['application', 'community health', 'office management', 'palliative care', 'system']","['coordinating', 'empathy', 'management', 'presentations', 'research', 'time management']",0,healthcare & medical
"['accounts payable', 'accounts receivable', 'data', 'myob', 'service']","['customer service', 'data entry', 'meeting']",0,accounting
"['business', 'campaign management', 'community management']","['ideation', 'integration', 'management', 'social media']",0,marketing
"['application', 'business', 'pmo', 'project governance', 'project management']","['governance', 'management', 'operations', 'program management']",1,telecomunication
"['infection', 'infection control', 'protocol', 'standard', 'sterilization']",[],0,healthcare & medical
"['business', 'business development', 'client services', 'flooring', 'performance management', 'sales', 'service']","['customer service', 'management']",0,sales
"['adobe creative suite', 'auditing', 'billing', 'business', 'crm', 'data', 'material', 'professional services', 'sales', 'service', 'tracking']","['administrative skills', 'collaboration', 'creativity', 'management', 'presentations', 'real estate', 'typing']",0,administration & office support
"['application', 'employee benefits', 'registration', 'service', 'working with children']",[],0,healthcare & medical
"['angular', 'application', 'bootstrap', 'css', 'dotnet', 'financial services', 'front end', 'html', 'javascript', 'jquery', 'phase', 'react', 'rolling']",[],1,telecomunication
"['application', 'c', 'closing', 'midwifery', 'nursing', 'remuneration', 'working with children']","['infrastructure', 'leadership', 'research', 'teaching']",0,healthcare & medical
"['business', 'finance']",[],0,accounting
"['business', 'forecasting']","['management', 'planning']",0,accounting
"['application', 'career development', 'customer support', 'e-commerce']","['enthusiasm', 'written communication']",1,telecomunication
"['business', 'legislation']",[],0,accounting
"['act', 'application', 'business', 'client services', 'embedding', 'go', 'service', 'working with children']","['business administration', 'communications', 'customer service', 'leadership', 'management', 'time management']",0,administration & office support
"['downstream processing', 'haul trucks', 'journalism', 'processing industry', 'public relations']","['communications', 'social media']",0,marketing
"['business', 'business case', 'digital', 'digital assets', 'digital marketing', 'user experience']","['communications', 'social media']",0,marketing
"['business', 'business development', 'graphics', 'service', 'tracking']","['business acumen', 'leadership', 'literacy', 'management', 'research']",0,administration & office support
['testing'],"['management', 'microsoft office']",0,administration & office support
"['analytics', 'budgeting', 'business', 'business analytics', 'database management systems', 'employee assistance programs', 'finance', 'human services', 'management systems', 'maternity', 'mental health', 'public health', 'remuneration', 'service', 'excel']","['management', 'time management']",0,accounting
"['balance sheet', 'business', 'financial accounting', 'financial analysis', 'journals', 'manufacturing', 'rolling', 'tracking', 'xero', 'excel']",[],0,accounting
"['business', 'consumables', 'fabrication', 'mobile', 'vehicle', 'welding']","['resilience', 'self starter']",0,retail & consumer products
"['business', 'commercial management', 'conflict resolution', 'financial planning', 'milestones', 'mitigation', 'mobile', 'performance management', 'track', 'transmission']","['communications', 'computer literacy', 'governance', 'infrastructure', 'literacy', 'management', 'planning']",1,telecomunication
"['application', 'automotive', 'automotive industry', 'financial management', 'kpis', 'large format', 'milestones', 'retail management', 'service', 'swift']","['customer service', 'enthusiasm', 'leadership', 'management', 'tenacity']",0,retail & consumer products
"['billing', 'budgeting', 'business', 'forecasting', 'service', 'tax']","['consulting', 'enthusiasm']",0,accounting
"['accounts payable', 'bank reconciliations', 'data', 'remuneration', 'testing']","['data entry', 'filing']",0,administration & office support
"['accounts payable', 'accounts receivable', 'data', 'manufacturing', 'order processing', 'piping', 'plumbing', 'sales', 'sales order', 'spend analysis', 'state laws']",[],0,accounting
"['business', 'business development', 'refurbishment', 'sales', 'service']",[],0,sales
"['business', 'idea generation', 'mobile', 'point of sale', 'sales', 'security', 'service', 'excel']","['customer service', 'innovation', 'operations']",0,retail & consumer products
"['autocad', 'business', 'business development', 'cost reduction', 'crm', 'crm software', 'heat transfer', 'hvac', 'manufacturing', 'mechanical', 'mechanical engineering', 'professional communication', 'pumps', 'quality control', 'quotations', 'reduction', 'refrigeration', 'sales', 'submittals', 'technical sales', 'track', 'excel']","['consulting', 'microsoft excel', 'operations', 'presentations']",0,sales
"['clinical nursing', 'closing', 'legislation', 'nursing', 'nursing care', 'remuneration']",[],0,healthcare & medical
"['application', 'application development', 'business', 'dotnet', 'message broker', 'online transaction processing', 'oracle', 'pl sql', 'reporting software', 'secure messaging', 'service', 'service desk', 'service level', 'software development', 'software development life cycle', 'sql', 'transaction processing', 'web application', 'web application development', 'workflows', 'xml']",['integration'],1,telecomunication
"['manufacturing', 'sales', 'vehicle']",[],0,sales
"['algorithms', 'analytics', 'bigquery', 'bitbucket', 'd3js', 'data', 'digital', 'digital marketing', 'financial services', 'git', 'google analytics', 'java', 'javascript', 'machine learning', 'machine learning algorithms', 'marketing analytics', 'marketing mix', 'python', 'r', 'scala', 'scripting', 'sql', 'stakeholder management', 'statistics', 'tableau', 'dashboards', 'excel', 'modelling']","['management', 'problem solving', 'verbal communication skills']",1,telecomunication
"['bilingual', 'medical', 'mobile', 'pathology', 'public liability', 'quality improvement', 'working with children']","['management', 'time management']",0,healthcare & medical
"['business', 'business requirements', 'business systems', 'cloud hosting', 'data', 'gauge', 'hosting', 'mapping', 'networking', 'process design', 'requirements specifications', 'system', 'technical writing', 'testing']","['decision making', 'infrastructure', 'writing']",1,telecomunication
"['application', 'decontamination', 'microbiological culture', 'procurement', 'quality control', 'system']",['coordinating'],0,healthcare & medical
"['advertisement', 'business', 'digital', 'information management', 'knowledge management', 'legislation', 'records management', 'system', 'system administration', 'system support']","['governance', 'management', 'quality assurance', 'troubleshooting', 'written communication']",1,telecomunication
"['business', 'business development', 'business to business', 'closing', 'closing skills', 'cold calling', 'kpis', 'lead generation', 'sales', 'service', 'track', 'databases']","['customer service', 'goal oriented', 'meeting', 'negotiation', 'sourcing', 'written communication']",0,sales
"['application', 'capacity development', 'mental health', 'nursing', 'primary health care']",[],0,healthcare & medical
"['business', 'financial services', 'medical', 'portfolio management', 'service', 'wealth management']","['business administration', 'empathy', 'management', 'sincerity']",0,administration & office support
"['automotive', 'bookkeeping', 'business', 'go', 'gps', 'graphic design', 'installation', 'project management', 'sales', 'service', 'standard', 'technology savvy']","['customer service', 'english', 'management', 'social media']",0,administration & office support
"['act', 'application', 'business', 'cladding', 'imagine', 'relationship building', 'roofing', 'sales', 'service', 'sustainability', 'system']","['customer service', 'management', 'problem solving', 'time management']",0,sales
"['business', 'crm', 'eagle', 'electrical', 'go', 'phase', 'product strategies', 'project management', 'sales', 'selling techniques', 'solution selling', 'sustainability', 'salesforce']","['coordinating', 'management', 'meeting']",0,sales
"['business', 'category management', 'customer satisfaction', 'data', 'forecasting', 'personal care', 'rolling', 'sales', 'shipping']","['management', 'presentations']",0,marketing
"['accruals', 'bank reconciliations', 'budgeting', 'business', 'business partnering', 'financial accounting', 'forecasting', 'go', 'excel']","['management', 'time management']",0,accounting
"['account management', 'business', 'business development', 'career development', 'customer satisfaction', 'customer success', 'data', 'development planning', 'digital', 'onboarding', 'online marketing', 'qgis']","['management', 'planning']",0,sales
"['billing', 'healthcare services']",['numbers'],0,healthcare & medical
"['business', 'service', 'tourism']","['customer service', 'first aid', 'meeting', 'public speaking']",0,sport & recreation
"['active directory', 'desktop support', 'knowledge base', 'networking', 'service', 'service desk', 'testing', 'tracking', 'unity', 'video conferencing']","['consulting', 'customer service', 'verbal communication skills']",1,telecomunication
"['angular', 'business', 'crm', 'dotnet', 'html5', 'javascript', 'react', 'technical documentation', 'transformation', 'azure']",[],1,telecomunication
"['aderant', 'billing', 'relationship building', 'stakeholder engagement', 'excel']",['communications'],0,accounting
"['business', 'knowledge base', 'service']",['customer service'],0,retail & consumer products
"['business', 'career development', 'customer satisfaction', 'electrical', 'phone sales', 'sales', 'service', 'vehicle']","['computer literacy', 'customer service', 'innovation', 'literacy', 'operations', 'willingness to learn']",0,retail & consumer products
"['api', 'application', 'business', 'business analysis', 'business development', 'business intelligence', 'crm', 'development support', 'dotnet', 'economic growth', 'economy', 'erp', 'javascript', 'jquery', 'landscape', 'microsoft dynamics', 'microsoft dynamics 365', 'microsoft dynamics ax', 'microsoft dynamics crm', 'microsoft sharepoint', 'process design', 'production support', 'server', 'service', 'sql', 'system', 'taxable income', 'web development', 'web development tools', 'azure', 'excel']","['business acumen', 'critical thinking', 'innovation', 'microsoft excel', 'operations', 'problem solving']",1,telecomunication
"['act', 'application', 'business', 'career development', 'customer experience', 'merchandising', 'operational excellence', 'sales', 'scheme', 'vehicle']",['leadership'],0,retail & consumer products
"['business', 'business to business', 'data', 'gross margin', 'market share', 'procurement', 'quotations', 'rehabilitation', 'sales', 'track', 'value proposition', 'vehicle']","['innovation', 'management', 'negotiation', 'presentations', 'professionalism', 'time management']",0,sales
"['accounts payable', 'acting', 'finance', 'service']","['customer service', 'detail oriented', 'meeting', 'training and development']",0,accounting
"['employee benefits', 'payroll processing', 'service', 'standard']","['leadership', 'training and development']",0,administration & office support
"['business', 'payroll processing', 'public transport', 'regulatory requirements', 'system', 'excel']",['negotiation'],0,accounting
"['business', 'perspective', 'service']","['computer literacy', 'customer service', 'literacy']",0,healthcare & medical
"['business', 'business acquisition', 'career development', 'cold calling', 'complex sales', 'sales', 'solution selling', 'waste management']","['communications', 'infrastructure', 'management', 'sourcing', 'verbal communication skills']",0,sales
"['business', 'electrical', 'phase', 'service']","['checklists', 'management', 'meeting', 'microsoft office']",0,administration & office support
"['budgeting', 'business', 'business partnering', 'commercial finance', 'finance', 'forecasting', 'performance analysis', 'process improvements', 'sales', 'excel']",[],0,accounting
"['automation', 'business', 'cucumber', 'functional testing', 'gherkin', 'integration testing', 'mobile', 'selenium', 'system', 'system integration testing', 'testing', 'ui']",['integration'],1,telecomunication
"['accounts payable', 'accruals', 'finance', 'job costing', 'perm', 'stakeholder engagement']",['management'],0,accounting
"['disease management', 'infection', 'infection control', 'medical', 'nursing', 'registration', 'rehabilitation', 'triage', 'wound management']","['compassion', 'management', 'problem solving', 'professionalism', 'time management']",0,healthcare & medical
"['business', 'proofreading']","['editing', 'social media']",0,marketing
"['act', 'authorization', 'business', 'business reporting', 'consumables', 'crm', 'gross sales', 'sales', 'track']","['business acumen', 'leadership', 'management', 'operations', 'planning']",0,sales
"['business', 'diversity and inclusion', 'finance', 'financial accounting', 'financial management', 'financial services', 'risk management', 'tax', 'tax analysis', 'tax compliance', 'technical accounting', 'treasury']","['creativity', 'innovation', 'management', 'resilience']",0,accounting
"['adobe photoshop', 'artwork', 'business', 'catalogues', 'draft', 'franchising', 'inventory', 'inventory management', 'management systems', 'photography', 'product photography', 'remuneration', 'sales', 'service']","['creativity', 'customer service', 'diplomacy', 'lateral thinking', 'management', 'microsoft office', 'problem solving', 'relationship management', 'spreadsheets', 'written communication']",0,administration & office support
"['act', 'bank statements', 'business', 'dotnet', 'fintech', 'remuneration', 'scale', 'waves']","['coordinating', 'innovation', 'management', 'technical acumen', 'verbal communication skills']",1,telecomunication
"['application', 'data', 'fault', 'installation', 'inventory', 'inventory management', 'less', 'network infrastructure', 'networking', 'procurement', 'security', 'security systems', 'service', 'telephony', 'testing', 'tss', 'unity']","['coordinating', 'infrastructure', 'management', 'operations', 'quality assurance', 'reliability']",1,telecomunication
"['application', 'communication strategies', 'customer relationship management', 'digital', 'e', 'less', 'thought leadership']","['innovation', 'leadership', 'management', 'relationship management']",0,marketing
"['abap', 'api', 'api gateway', 'crm', 'digital']",['critical thinking'],1,telecomunication
"['hygiene', 'maternity']",[],0,healthcare & medical
"['business', 'jira', 'streamlining', 'tracking']",[],1,telecomunication
"['act', 'business', 'career development', 'conflict resolution', 'digital', 'digital communications', 'drawing', 'event management', 'newsletters']","['business operations', 'communications', 'infrastructure', 'leadership', 'management', 'negotiation', 'operations', 'planning', 'strategic thinking', 'timelines']",0,marketing
"['budgeting', 'business', 'finance', 'financial management', 'forecasting']","['management', 'operations', 'planning']",0,accounting
"['business', 'consolidation', 'dashboard', 'data', 'data extraction', 'kpi reporting', 'sales', 'dashboards', 'excel']","['management', 'problem solving', 'time management']",0,accounting
"['act', 'business', 'business requirements', 'customer support', 'data', 'engineering management', 'presales', 'sales', 'sales engineering', 'technical sales', 'technology solutions']","['communications', 'management']",1,telecomunication
"['application', 'business', 'service']","['customer service', 'meeting', 'typing']",0,administration & office support
"['automotive', 'automotive industry', 'cold calling', 'phone sales', 'sales', 'service', 'telemarketing', 'vehicle']","['customer service', 'negotiation', 'real estate']",0,sales
"['business', 'networking', 'sales']",['hospitality'],0,sales
"['business', 'financial services', 'management accounting']","['editing', 'management', 'time management', 'typing']",0,administration & office support
"['application', 'business', 'data', 'information systems', 'operating system', 'service', 'system']","['customer service', 'data entry', 'filing', 'lateral thinking', 'management', 'prioritization', 'time management']",0,administration & office support
"['application', 'mops', 'polishing', 'refurbishment']","['innovation', 'training and development']",0,retail & consumer products
"['business', 'cloud applications', 'crm', 'mapping', 'sales', 'service', 'unified communications', 'salesforce']","['communications', 'infrastructure', 'telephone skills']",1,telecomunication
"['business', 'data', 'employment contracts', 'finance', 'people services', 'remuneration', 'scale', 'service', 'templates', 'track', 'excel']","['customer service', 'governance', 'management', 'research', 'visionary']",0,accounting
"['application', 'customer experience', 'manufacturing', 'sales', 'sales process', 'service', 'sustainability', 'excel']","['accountability', 'management', 'meeting', 'microsoft office', 'time management']",0,retail & consumer products
"['auditing', 'business', 'imagine', 'service', 'talent acquisition']",['operations'],0,accounting
"['automotive', 'automotive industry', 'business', 'kpis', 'remuneration', 'sales', 'service', 'track', 'vehicle', 'wholesaling']","['customer service', 'meeting', 'negotiation', 'research']",0,sales
"['abap', 'agile methodology', 'analytics', 'application', 'business', 'data', 'data flow diagram', 'data quality', 'data warehouse', 'eclipse', 'etl', 'finance', 'human capital', 'human capital management', 'information management', 'naming conventions', 'presentation layer', 'procurement', 'sap hana', 'scale', 'solution architecture', 'sql', 'templates', 'transformation']","['integration', 'management']",1,telecomunication
['service'],[],0,healthcare & medical
"['digital', 'problem management', 'public transport', 'security', 'system']","['management', 'operations']",0,administration & office support
"['manual therapy', 'pilates', 'public transport', 'rehabilitation', 'remuneration', 'service']",['teaching'],0,healthcare & medical
"['closing', 'management process', 'manufacturing', 'medical', 'performance management', 'pharmaceutical', 'shipping']","['communications', 'management', 'verbal communication skills']",0,healthcare & medical
"['business', 'data', 'gap analysis', 'stakeholder engagement', 'user story']",['management'],1,telecomunication
"['application', 'balance sheet', 'business', 'calculations', 'erp', 'finance', 'professional services', 'excel']","['management', 'proactivity']",0,accounting
"['active directory', 'business', 'mac os', 'networking', 'os', 'stakeholder management', 'system', 'trades', 'windows']","['infrastructure', 'management', 'troubleshooting']",1,telecomunication
"['application', 'business', 'change management', 'track']","['management', 'meeting', 'written communication']",1,telecomunication
"['accounts payable', 'acting', 'bank reconciliations', 'business', 'cash flow management']","['management', 'time management', 'written communication']",0,accounting
"['application', 'data', 'data control', 'service']","['management', 'microsoft office', 'teamwork']",0,administration & office support
"['business', 'commissioning', 'design thinking', 'nodes', 'sales', 'surveys', 'technical assistance', 'testing']",['integration'],1,telecomunication
"['c', 'closing', 'nursing', 'personal care', 'registration', 'service', 'service delivery', 'social support']","['first aid', 'management', 'meeting', 'operations']",0,healthcare & medical
"['analytics', 'business', 'cms', 'crm', 'digital', 'digital marketing', 'email marketing', 'fashion retail', 'google analytics', 'market segmentation', 'marketing strategies', 'sales']","['collaboration', 'communications', 'innovation', 'operations', 'social media']",0,marketing
"['application', 'brand awareness', 'flooring', 'market share', 'merchandising', 'sales', 'sales territory', 'service', 'technical sales', 'vehicle']",['customer service'],0,sales
"['service', 'standard', 'excel']",['microsoft office'],0,"advertising, arts & media"
"['sales', 'service']","['customer service', 'management']",0,retail & consumer products
"['accounts payable', 'accounts receivable', 'accruals', 'bank statements', 'business', 'cost accounting', 'general ledger', 'go', 'inventory', 'journals', 'reconciliation']","['mentorship', 'verbal communication skills']",0,accounting
"['business', 'mechanical', 'mechanics', 'motorsport', 'sales', 'service', 'testing']",['social media'],0,retail & consumer products
"['apa', 'clinical governance', 'electrotherapy', 'exercise prescription', 'healthcare services', 'hydrotherapy', 'medical', 'plastering', 'prescription', 'registration', 'rehabilitation', 'security', 'splinting']","['governance', 'management']",0,healthcare & medical
"['act', 'service', 'excel']","['management', 'microsoft office', 'time management']",0,administration & office support
"['business', 'business development', 'exec', 'exhibitions', 'phase', 'quotations', 'sales']","['meeting', 'numbers']",0,sales
[],"['communications', 'leadership', 'management', 'team management', 'writing']",0,marketing
"['balance sheet', 'business', 'consolidation', 'financial statements', 'forecasting', 'income tax', 'microsoft dynamics', 'payroll tax', 'statutory accounts', 'statutory reporting', 'streamlining', 'tax', 'tax preparation', 'templates', 'excel']",['management'],0,accounting
"['business', 'finance', 'financial management', 'financial systems', 'forecasting', 'management accounting', 'perspective']","['leadership', 'management']",0,accounting
"['auditing', 'computers', 'data', 'testing', 'windows']",['problem solving'],1,telecomunication
"['sales', 'databases']",['first aid'],0,sales
"['control systems', 'fabrication', 'flooring', 'manufacturing', 'metal fabrication', 'noise control', 'sales']",['training and development'],0,sales
